hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi
ID,201505,201506,201507,201508,201509,201510,201511,201512,201601,201602,201603,201604,201605,201606,201607,201608,201609,201610,201611,201612,201701,201702,201703,201704,201705,201706,201707,201708,201709,201710,201711,201712,201801,201802,201803,201804,201805,201806,201807,201808,201809,201810,201811,201812,201901,201902,201903,201904,201905,201906,201907,201908,201909,201910,201911,201912,202001,202002,202003,202004,202005,202006,202007,202008,202009,202010,202011,202012
6352,0,0,142,118,120,120,100,351,407,172,342.2869499,342.2869499,389.702793,741.1236934,801.4640916,586.7929534,611.3400975,1194.143778,1314.066094,1201.196484,1290.074237,1397.026382,1667.293627,1696.657028,2200.284058,1422.874218,1562.991966,1617.106882,1633.817832,2405.079815,3241.364315,3876.116424,4595.374514,4651.595576,4540.631006,4497.081795,3599.720603,4630.699764,3657.223147,5408.720486,6458.895717,7193.439936,7609.085853,7725.847645,7508.559544,7871.556587,7994.535176,8035.917586,7755.753614,8687.690646,8455.442958,8241.908574,7130.474613,6256.301434,6712.99724,7069.166719,6384.705893,7311.893339,6485.350681,6949.918557,6574.810291,6400.642786,6652.055132,6699.988908,6717.800585,7561.562297,6755.231219,7669.225548
6555,0,0,0,0,0,0,0,0,0,893,689.5927648,689.5927648,908.6052344,285.9288288,198.2904949,171.984416,217.9548733,1194.559235,407.4510926,406.650907,181.1819421,206.3447967,221.1529775,662.1797809,349.9059373,305.4941869,182.8981553,2992.100134,4177.089953,5684.677491,5856.914348,5806.470928,5803.581005,5901.047255,5284.428156,6136.949537,6184.120566,6244.430734,6338.714604,6427.077392,6458.895717,2804.616553,273.3166729,325.1326595,312.5703712,368.921851,275.7665487,314.3805669,262.4465032,308.0798278,245.5484843,289.482487,288.3444083,248.5658821,269.6338893,177.5731732,337.936478,281.9663918,201.9320613,153.1691089,90.66165975,112.8078962,138.0685346,98.03574973,96.76686405,90.71758905,95.56714943,100.3071302
6557,0,0,0,0,0,0,51,84,164,1132,952.9463953,952.9463953,365.9412646,617.3608253,182.771351,270.5557994,2306.16363,2646.861165,3148.727323,2301.756923,2513.217468,2536.083631,2471.496856,3611.722046,2314.025351,608.5568319,372.6527654,3754.178277,6961.825002,8150.909831,9454.860942,9463.977736,8746.895343,9045.120879,8994.050426,9081.454974,9385.900829,9561.017398,9432.010312,9626.761242,9604.587578,5846.741867,292.1696722,325.5279588,385.5488348,435.0783552,365.2025817,253.042604,494.1737776,441.9427966,350.726892,310.167604,356.0587775,327.7464034,279.4247959,243.3126673,250.0937648,349.2429648,367.4379602,249.9535159,450.0949322,115.5738944,138.9672942,173.5592275,109.0568162,130.9641756,114.0100522,279.1812066
6558,0,0,0,0,0,0,0,0,0,2094,1323.690685,1323.690685,1587.484221,433.7861112,222.9524125,134.7334569,290.8605442,1194.559235,442.3061956,819.0867168,334.7877586,425.1764083,263.5807615,736.1591701,389.8690599,315.6002784,179.5666901,2992.100134,4206.971135,5684.677491,5856.914348,5806.470928,5803.581005,5901.047255,5284.428156,6136.949537,6184.120566,6244.430734,6338.714604,6427.077392,5308.835228,3458.888473,273.3166729,214.6541906,450.8957236,420.7185047,322.0160122,264.6543598,512.3118564,251.8342471,339.6236609,425.7503048,293.4287068,296.0331829,362.7214169,243.3126673,309.7170894,302.268557,361.9104255,233.7067918,90.66165975,118.0116107,92.67285006,101.601631,100.3744709,113.4145296,114.8802188,119.8078519
6723,41,14,198,171,264,264,423,1065,1315,1638,1023.795939,1023.795939,1230.526441,1555.15026,1718.0373,2559.361973,2812.391401,2384.474367,2532.520487,3648.869646,3227.28641,3843.278493,3586.457312,3715.298523,3786.329983,5132.815335,5295.912233,5318.124951,5460.39718,4525.26838,4508.043803,4781.908307,4726.009627,4856.914502,5122.356058,5720.877739,6184.120566,6815.532671,6338.714604,6427.077392,6458.895717,6703.799254,7609.085853,7725.847645,6886.941506,7871.556587,7994.535176,8610.231355,8090.222748,8687.690646,8200.584039,8241.908574,8256.508909,8277.381468,8859.138318,9472.823575,8493.56844,9830.985629,9541.400536,9676.981988,10516.84922,9840.965259,11113.71952,11295.4007,12564.24858,12806.91043,11423.32931,11378.87203
6983,0,0,0,0,0,0,0,0,0,83,178.0637005,178.0637005,133.2288333,273.0285913,1860.944107,2133.5585,1912.289218,3032.037412,4512.066351,4029.122539,4091.578339,4777.175592,3872.771259,4105.170925,4792.292769,4748.527827,4375.690378,4364.186945,3865.64767,223.1422469,332.8379193,394.2980797,256.523514,99.2730022,123.4867171,236.4802293,206.4839848,132.6569868,199.2631365,187.7064848,181.1973907,149.4759648,164.4834581,131.5896888,182.1075252,176.5607674,183.6405305,194.2409112,240.7194948,243.1482046,178.6790508,229.6147638,456.9697158,262.1364533,158.7442814,88.29737303,84.10180405,150.1962559,94.22689258,94.77997765,90.66165975,96.24001914,92.67285006,98.03574973,96.76686405,106.0596665,95.56714943,99.59795464
6984,0,0,0,0,0,0,0,0,0,53,167.5813673,167.5813673,133.2288333,183.7638242,1739.111835,2133.5585,1912.289218,3032.037412,4512.066351,4029.122539,4066.150411,4777.175592,3872.771259,4105.170925,4792.292769,4748.527827,4375.690378,4364.186945,3865.64767,223.1422469,332.8379193,277.258272,252.558659,99.2730022,123.4867171,124.7418847,115.2497867,159.4011046,199.2631365,181.6313686,175.9339741,149.4759648,63.78830567,66.76206351,141.423782,180.869867,153.5691799,194.2409112,240.7194948,222.8879003,248.1645655,170.7931769,149.5218958,92.09414106,91.84439687,94.44900819,87.0220037,91.32952253,90.73326577,94.77997765,90.66165975,91.98825504,92.67285006,98.03574973,100.9655763,93.62666787,95.56714943,99.59795464
7044,3917,3229,2087,1114,1364,1364,1157,1160,1154,1261,762.6839475,762.6839475,1006.19409,788.7702246,969.7378384,1009.484376,1208.482043,1221.018275,1311.091126,1318.3309,1223.102382,1345.70336,1537.169094,1960.678209,2280.833114,2637.13281,2916.08841,3023.374847,4145.900864,5577.725602,6402.473274,7477.661845,5880.241257,7737.3497,7662.551251,10278.77972,11164.7993,11148.59223,14689.32866,16113.92273,16876.30784,17240.51656,17901.89169,18779.95204,19704.45709,24575.47646,33533.9636,34267.60707,34845.35101,43822.93896,42890.91937,43645.81175,44836.07763,52446.06363,60940.77418,57314.22299,60757.93179,62450.83449,68970.42522,78681.64471,81314.04917,85204.34465,90001.28751,95225.58525,99858.44831,106588.3715,110428.8472,116670.4127
7282,59,565,840,716,1096,1096,1243,1385,1834,1932,1081.84297,1081.84297,1543.810807,1436.987154,1583.125503,1970.291525,2035.368631,1856.970961,2031.580708,1888.467603,2119.974175,2770.399235,2703.48323,2887.859771,2858.874323,2913.952432,2947.561873,3405.550342,4511.588422,4525.26838,4958.469251,4329.7153,4669.26156,3487.764205,4018.506616,4497.081795,4911.172535,6231.989705,7471.864742,8298.286402,8480.194764,7756.644037,9257.122545,7725.847645,7692.77002,8536.242627,7438.507023,7520.406429,7700.345099,8194.435819,6992.444376,8241.908574,9294.173147,9059.414152,9331.453722,9472.823575,11351.98795,12261.96265,11253.78438,13160.78763,13265.58176,13006.67715,13229.4777,12747.32214,11288.07087,8804.447607,9304.741478,8822.740314
7668,766,785,927,811,1517,1517,2926,2571,2281,2427,1183.693951,1183.693951,1517.283176,4030.066339,4942.432607,5175.393884,5424.743125,5748.584553,5547.62976,4587.350598,3662.874004,4167.009123,4939.363826,6045.000654,6224.815706,7413.948553,6706.043959,7779.91141,7827.694096,8150.909831,9454.860942,12833.36341,12318.84141,13425.90469,15444.80035,21765.17803,22088.28823,24790.19323,25135.82216,27546.94852,29185.9426,32550.03086,37494.69211,44527.49392,35088.38689,34951.22049,46018.83292,46350.89667,47427.66938,49487.69923,50141.45535,50224.74745,54126.37081,54266.4421,55194.77137,57069.21224,54292.02203,58262.10912,65859.93033,76417.34764,81314.04917,71485.00283,70438.34126,70693.80612,71681.56564,72339.63139,65799.32173,65873.48841
7752,0,218,119,1166,6418,6418,469,231,303,404,461.1608031,461.1608031,457.1709916,298.7005782,190.5723415,255.1222126,565.4990533,403.4484939,503.7972293,447.006126,295.1908039,319.0261583,305.2931923,429.2137553,547.5872897,511.7909765,1940.118407,1418.68835,3631.474939,1887.415816,2216.622478,3074.882368,2861.46615,3982.577725,4231.777104,4879.089062,3018.204674,4366.141143,5525.285011,6427.077392,6458.895717,4698.813784,2675.006985,3773.460614,3616.471658,3742.41151,2356.345268,3272.640497,2068.124724,2701.099443,1568.296507,2161.980293,1798.801491,1597.467054,1562.803344,1603.930954,1098.990089,1133.325483,1049.739187,1122.228657,1061.015615,1255.635215,1225.567113,1070.405085,1134.390288,1273.965382,1210.215412,1076.243974
7753,166,201,144,1182,6421,6421,434,222,336,412,465.1144354,465.1144354,464.7762674,298.7005782,190.5723415,255.1222126,393.839018,403.4484939,503.7972293,447.006126,294.5346071,319.0261583,401.5282705,439.3201769,449.1454136,496.4374428,1940.118407,1088.612492,3522.677195,1887.415816,2414.026412,3074.882368,3058.16211,3982.577725,4304.893095,4968.536147,3043.111487,4420.071804,5923.623092,6427.077392,6458.895717,4698.813784,2675.006985,3773.460614,3616.471658,3635.931063,2356.345268,2416.516796,2107.294282,2490.451591,2065.836089,2161.980293,1574.660816,1597.467054,1562.803344,1546.926648,1082.200734,1057.471097,1049.739187,1120.231832,1061.015615,1126.267865,1142.229423,1070.405085,1106.190566,1149.425683,1202.967065,1076.243974
7900,6207,6339,6130,10042,6451,6451,5657,5954,10951,9793,3121.046597,3121.046597,3315.362714,4887.30321,4971.380084,4092.63989,4183.14936,4340.758302,4515.699875,4587.350598,5849.92463,6382.765874,7094.663697,8497.46778,6293.604877,7413.948553,11534.18678,14301.89309,14511.47086,11518.72507,12165.12545,10348.47103,10449.18482,12858.31528,13158.44122,15868.31442,14421.50316,16124.61129,16821.80918,14419.87729,12000.71683,12078.27668,15672.84714,13835.22213,14683.93332,18098.07763,19376.9638,18717.91246,19306.90084,19490.98673,21289.98669,25884.56857,21523.7365,22275.35919,24592.67198,26089.53679,22364.38122,24751.76605,23940.59243,26824.8702,27338.04358,25039.58245,27018.09852,27382.14104,28391.78593,28495.41934,27704.12437,27917.1641
7939,0,0,0,0,0,0,0,0,148,257,364.1463236,364.1463236,308.4392328,399.3778212,380.403906,638.0664123,842.2731632,1191.303363,1520.618927,2877.583279,2524.251626,3383.359681,3412.143148,3742.090211,4101.174545,5132.815335,5036.307985,5318.124951,5438.772256,5063.147229,5713.651913,5806.470928,6637.841969,8438.306185,7718.630361,7986.773574,8326.532513,16124.61129,30206.21316,38946.99926,45346.19232,45861.08723,46816.42499,44695.82921,44100.16224,47230.02221,47873.5607,48481.81711,49814.99305,50852.39525,51197.20291,53658.14462,54126.37081,57681.65701,60940.77418,62787.36121,62511.5854,68724.47549,68970.42522,78681.64471,81314.04917,85204.34465,90001.28751,95225.58525,99858.44831,106588.3715,110428.8472,116670.4127
8495,0,0,0,0,0,0,0,0,309,325,415.6866855,415.6866855,188.1439717,510.8103454,197.2846369,270.5557994,394.6175432,394.3276245,745.5857182,537.9445681,460.3411382,1010.299099,2906.832365,603.1955561,712.2776354,689.5952396,692.2462072,1129.045944,1106.842843,1207.10115,1201.199251,1548.343587,1629.455085,1763.619976,2081.670818,1863.75222,2146.77674,1893.247715,2147.6808,2634.827959,3010.353336,3559.108787,3674.697373,3000.077002,3087.707741,2827.880333,3191.370593,3171.022929,3543.779628,3875.644157,4424.495413,3931.65772,4702.776802,4437.85197,4784.458615,4713.682789,4497.096286,4867.662005,4112.448723,5888.370291,6291.834222,6767.788248,6340.66207,6346.339737,6118.379097,4444.100803,5083.629664,4291.339833
8579,0,0,0,7,0,0,0,0,0,83,178.0637005,178.0637005,133.2288333,171.9214845,157.3636717,86.37246134,226.5746397,304.5407915,301.0742628,337.6865862,324.08672,214.2947463,403.744051,760.8215792,708.558699,1118.525007,1449.81264,1542.421953,1633.817832,1205.594761,1189.680805,1552.672997,1629.455085,1919.717294,1262.691469,1329.641132,1667.071178,1393.95873,998.5190054,907.411765,896.9050371,847.7539595,932.3577454,1047.635437,2185.273729,1032.223937,935.6223248,1143.054535,1106.991406,1104.682176,1499.543718,2139.702634,2142.629713,2198.923691,2216.168037,1603.930954,1605.799965,3017.914865,3014.476345,3372.282032,4160.947435,4206.467481,4985.619134,7086.944476,4943.00824,3463.664834,6169.11772,6768.695962
8876,4586,3948,4250,4372,5209,5209,5331,5641,7107,7144,2192.088749,2192.088749,2734.112466,3006.895887,3400.674447,3136.193695,3532.510828,3614.492849,4461.238615,4731.803774,5849.92463,4797.708206,4876.259461,4968.629765,5036.534827,5132.815335,5295.912233,5318.124951,5486.105591,5557.074308,6402.473274,7235.347465,6225.927481,6824.974174,6937.12649,8541.372796,8032.825807,9561.017398,8208.512797,8298.286402,8480.194764,7564.399521,6829.281409,6627.246346,5779.814607,6696.988064,6907.480268,6914.015345,6914.313174,6936.246757,8455.442958,10794.97614,5791.186488,6815.001747,8401.213812,5877.455875,7270.4772,8564.308875,7348.175386,8326.914262,7405.953975,7552.782063,6652.055132,6699.988908,7067.422482,6726.012965,6755.231219,6199.880124
9552,0,0,0,0,0,0,134,162,913,297,323.0593125,323.0593125,488.1830948,741.6057686,785.1108645,796.2176448,814.0086761,868.6540741,899.7142825,932.749904,724.2379305,700.2455976,642.2208663,657.026928,652.1182119,695.6835893,1109.88323,1127.908753,1163.974091,1533.956256,1690.773257,2029.579393,1758.184445,2058.509092,2678.447617,3331.964933,3352.109604,3543.255324,3474.338001,3678.715911,3674.627375,3559.108787,3429.667324,3070.911429,2740.69391,3138.053565,3191.370593,3171.022929,4397.576884,4637.46418,3188.652282,2925.16066,2942.383586,3318.955966,2670.408719,1582.242863,3320.056817,6237.252036,6920.190514,7365.195853,7405.953975,5538.251075,4350.27525,5477.043823,5056.341669,4345.929857,4306.318252,3454.780756
9665,280,99,162,107,85,85,111,183,222,420,425.9183394,425.9183394,445.8394962,452.1358362,427.9509289,467.3038974,832.1005368,500.9351884,960.2512065,1622.381882,1411.461873,1169.251145,2386.003123,2011.881403,2268.915669,2310.293121,2217.375182,2319.285032,2376.209662,1927.484156,1987.305635,2029.579393,1193.836204,1677.667929,1678.961824,2125.1203,2556.947379,2847.001222,3691.635758,2227.065039,1948.400193,2839.893947,2270.397368,2765.247315,3083.501312,4638.27893,4518.289061,3831.807317,3737.2972,4637.46418,5155.924694,5197.600293,5229.798971,5124.513603,5376.933765,5300.431817,5493.153009,4867.662005,4522.730305,5888.370291,6567.489227,5730.009548,5552.788822,6349.238097,3398.384539,5444.739995,3156.300008,349.8290986
9807,20646,15477,13735,10932,10826,10826,7935,9409,9000,9815,2790.567234,2790.567234,3297.863051,3860.992114,4792.02186,3977.572524,4183.14936,4340.758302,4515.699875,4645.642997,5210.898947,5740.819467,6269.631395,7051.014229,7114.067791,6937.490321,7170.81992,8444.272417,9688.784962,8150.909831,9454.860942,9463.977736,8433.437199,9971.265084,10898.96783,10278.77972,8326.532513,9561.017398,8740.366803,8912.331355,9604.587578,8541.346602,9829.601057,8716.440306,9491.909142,10113.01451,10302.26255,10424.22531,21692.50188,19490.98673,11756.2319,10794.97614,10749.50838,11817.52164,13731.98657,14117.17626,13413.7088,16404.82347,16996.6855,17340.44754,19045.38126,19017.89292,24857.60754,32112.29623,28832.8452,28495.41934,19915.35706,24748.24371
10234,0,42,290,1104,1562,1562,1512,1098,1467,1355,863.4918761,863.4918761,857.9868333,1050.733282,1283.81283,1395.884963,1910.80242,1874.756091,1887.574331,1981.044306,2044.9731,2847.704611,2703.48323,2887.859771,2858.874323,3018.147101,3286.865233,2756.118092,3084.86324,3689.650037,4508.043803,4670.816128,4199.121773,4658.424047,3913.756493,4467.776764,4513.232363,4153.675731,4181.555122,4237.874963,7018.34289,6510.18063,6224.514675,6627.246346,6679.584278,6591.010594,6907.480268,8035.917586,6914.313174,6936.246757,7208.937595,7216.035222,7846.075357,7453.888672,7412.743095,7219.983854,7270.4772,7577.733411,7568.189052,8605.499637,9713.356763,8726.158576,7667.506785,8389.567222,7551.232383,8209.599105,8784.287346,8436.354389
10367,2394,3679,10571,18433,16649,16649,20011,26275,33817,24838,7595.477277,7595.477277,2209.967445,2989.971187,2919.011432,2405.339438,13447.84828,14455.98976,15613.39791,13496.04275,12597.50963,10994.42305,4822.691669,3989.888585,3630.740413,3675.775505,4255.675275,4275.733579,4704.057561,4793.152122,4954.247795,4779.627147,3982.892325,4912.611494,5136.738343,6103.931651,5361.331032,7276.277435,8740.366803,8298.286402,8990.375539,8384.201709,2114.378081,2683.466278,4037.055123,3765.304118,3646.8256,4095.898125,3858.27633,4637.46418,3698.662353,4597.080966,5245.99037,6128.533191,5605.74799,5792.068394,5358.576461,5578.473828,6714.437036,3574.457777,4132.191938,3941.373218,6110.697674,4059.364022,4253.631973,3458.801331,3492.688747,3494.857335
10413,6493,5146,2574,2869,2545,2545,3248,1999,2096,2168,1183.553937,1183.553937,1557.11984,3069.65164,1286.759488,1596.054679,1698.825579,1829.924452,1950.641492,2104.486151,1863.445332,1644.357922,2210.554724,2263.019235,2280.221623,2228.006055,1994.774234,1845.108555,2343.919474,2459.081363,3129.491709,3271.012523,2551.289715,2677.21016,3620.446018,4072.544522,3638.159555,3577.728354,4644.894819,4242.060779,3821.499337,2995.707175,3114.698053,3773.460614,2279.792932,2353.938546,2051.379419,2114.013352,2397.688312,4117.644184,3897.953973,3207.701296,2463.077014,1875.828858,1987.159227,1928.227123,1910.107225,2215.265314,3023.981172,2602.518827,2236.111673,1879.069266,1673.969258,1070.405085,1236.543313,1081.466749,941.4250538,906.3798062
10623,0,0,0,0,0,0,578,399,325,510,466.2496019,466.2496019,711.8796218,718.4900899,796.8689071,1027.013956,863.9265942,635.8562808,640.6966039,663.5594889,542.8085751,626.6347158,637.5248748,626.6074838,644.8301573,655.1506649,1109.88323,1381.460863,1614.782706,7259.040464,10109.9184,12049.86576,10415.88299,10713.59389,12390.49253,8607.541653,7260.319768,7276.277435,7471.864742,7491.71372,8013.475818,7564.399521,7609.085853,7162.906181,6503.210461,5871.173881,5781.796398,5569.440926,5268.821808,5584.47794,5134.421624,5197.600293,4523.651132,3824.837689,2113.798778,2168.398083,2180.721392,3031.991408,1853.031553,2602.518827,1972.673606,2226.078968,1897.963538,1993.57163,2244.570517,2002.45628,1648.598951,1703.336374
10762,11923,12493,14461,14505,11170,11170,12331,12040,13816,12630,3295.590798,3295.590798,3315.362714,3220.443748,3836.780507,3411.966782,4183.14936,4350.400803,4198.153241,4029.122539,3662.874004,4746.143392,4873.978669,5087.153074,5036.534827,4516.339297,5036.307985,6575.033438,6986.409857,6564.87557,5735.552269,8170.091627,5803.581005,6419.841256,6937.12649,7135.868902,6299.706295,6354.488549,6444.8586,8298.286402,8990.375539,8425.502622,9829.601057,9872.580812,10056.21855,11528.02263,12742.46519,16003.71899,13034.87078,8194.435819,8200.584039,8767.831156,8256.508909,7453.888672,9331.453722,8816.310829,7969.833859,8973.954106,9618.727039,12386.70875,14149.07946,14279.77744,19946.41172,17484.40318,15925.99094,14763.58933,16154.96458,17953.44241
10778,757,1107,1306,1171,1345,1345,1665,1643,2638,3795,1902.620016,1902.620016,1999.445648,2535.88041,2215.374476,2478.441298,3248.260872,3011.457069,3054.893085,3226.167279,2716.138538,2787.821051,3456.965131,4091.951445,3420.885512,3911.91263,4367.509878,4173.862394,4575.483533,3800.6416,4683.226454,5026.471896,4799.951187,4903.955789,5122.356058,5393.356131,6184.120566,6354.488549,7471.864742,7558.491466,6756.660202,6660.88413,7609.085853,8716.440306,8103.910737,8788.23728,9503.177243,11443.96312,13206.88893,11613.25037,10645.53098,11946.4015,10749.50838,10942.95463,12048.51791,10990.65745,10158.34395,12261.96265,11253.78438,13160.78763,12425.03196,12653.05287,14270.72484,14050.18945,13204.87133,14686.13149,16123.03877,16075.93871
11178,4000,3818,3769,4084,4292,4292,4314,4202,6631,7597,2404.551229,2404.551229,2931.052294,3117.232206,2929.354247,3384.88467,3532.510828,3417.258717,3612.59409,3623.985784,3371.676432,3518.23688,3412.143148,4243.370532,3604.586212,3633.630318,3668.86727,4155.026527,4416.818881,2517.63874,3170.472672,3152.552502,2997.150819,3982.577725,3359.848883,3478.753683,3485.050658,3543.255324,3607.330188,4173.209063,4772.78775,4318.40924,4425.04985,4436.283615,3937.478445,3749.643041,3774.151297,3803.236486,4368.993705,5165.027185,3796.072434,5660.386799,3530.130453,4757.358607,5897.663978,5527.327812,5310.932388,4077.735768,3837.173591,4418.916214,4967.230614,5361.943246,5399.740936,5398.244969,4279.247806,4345.929857,4306.318252,3494.857335
11339,77,108,154,185,240,240,230,385,349,435,469.524519,469.524519,423.6243695,561.8139927,498.8281491,565.4008101,459.8817455,505.3378029,757.7226534,545.9182059,692.4500748,521.2794806,680.4995419,637.5382915,626.9561054,759.8904419,646.1074028,692.9519923,737.9598114,715.50166,904.349917,1204.727353,844.8356243,814.4201726,844.2412784,817.0266723,1016.319571,1051.771531,1294.846696,1672.219409,1975.003588,2033.887747,4852.660131,9872.580812,10056.21855,8788.23728,2018.046283,5553.208003,2924.107176,4224.777145,5054.887464,9037.403836,7130.474613,5832.877685,13731.98657,20840.03943,2897.825622,3377.417431,3837.173591,4136.91573,6242.254123,6400.642786,7667.506785,12747.32214,9350.169613,3168.67707,3482.921281,3454.780756
11410,143,142,234,153,200,200,833,1692,2282,1657,1046.108787,1046.108787,864.4481895,930.5188742,1104.317549,1341.701418,1436.23999,1126.191363,1015.096269,1354.929208,1006.718246,1048.56692,1036.559663,1108.182021,756.6649024,1156.327575,762.2987846,1151.17677,1485.483292,3371.867343,901.7253444,1204.727353,753.3326896,859.0099014,881.9954277,956.0651685,1075.762203,1312.281617,1912.719481,2732.768486,3010.353336,3559.108787,4382.610256,3781.72532,4932.156382,4381.470108,3779.010372,4425.902448,4368.993705,4637.46418,5319.251687,5360.134527,5625.899848,6128.533191,5605.74799,4787.394783,4769.713972,5837.798381,6155.121724,6025.73756,3454.811644,6290.617708,7473.743751,6699.988908,6368.732287,5444.739995,6169.11772,4422.70323
11430,1858,1594,1442,1408,1854,1854,2013,2228,4408,6060,2219.425792,2219.425792,2566.765192,3006.895887,3180.920127,3259.569329,3811.828306,3614.492849,3612.59409,3148.803352,2981.261033,2987.523056,3066.943665,2846.115362,2314.025351,2310.293121,2329.13857,2845.320176,3115.937628,3130.871798,4508.043803,4781.908307,2752.315769,3845.437827,3157.121774,3990.198029,4513.232363,3543.255324,3624.392803,2859.998419,1884.617251,2004.796659,2050.117557,2304.507836,2325.09945,3807.617361,3125.905467,2805.536942,2830.386368,2857.375212,2083.400522,2164.466009,2463.077014,2457.622905,4043.447008,5300.431817,4070.424405,3377.417431,2538.675168,2602.518827,3422.484754,3941.373218,4082.424603,4323.698592,4279.247806,5064.11895,5114.916357,4573.923217
11552,3602,3977,4703,5201,4246,4246,3295,2498,613,675,458.8667308,458.8667308,490.2371533,450.8720033,462.4901003,478.1714049,513.1457476,515.6489232,575.0712882,573.8548502,571.8714018,541.0538057,597.9140013,666.3201954,642.6198655,591.1900014,667.5274334,775.5599288,700.8553952,577.7898874,909.9006258,783.6723934,801.1911193,800.4256406,932.0738924,1263.590475,944.3297701,1051.771531,1294.846696,1327.401488,1745.312701,1799.753043,1421.602419,1739.192884,1857.713825,1486.629897,1505.849032,1443.715383,1858.750506,2154.835942,1773.000746,1857.804477,1885.274827,2198.923691,2163.473609,1603.930954,3320.056817,6237.252036,6798.187626,9676.981988,7405.953975,5538.251075,4926.059987,5725.021779,5062.582699,5064.11895,4507.859414,3494.857335
11958,0,0,264,2043,3994,3994,6896,7646,8906,9038,2916.72642,2916.72642,3178.902993,3830.450598,3864.450456,3987.427105,4183.14936,4340.758302,3847.004005,3825.892387,3321.132586,3383.359681,3412.143148,3715.298523,2779.252435,2880.066424,2322.763334,2319.285032,2224.223193,1697.368356,1987.305635,2682.310137,1603.999078,1677.667929,1671.998831,1824.508504,1737.6142,1931.354319,2147.6808,1973.606815,1948.400193,1808.894479,2132.351975,1834.663948,1853.104594,1836.613906,1202.958813,1443.715383,2104.403831,3338.946688,1405.409887,2489.06631,1540.663687,1050.04846,1562.803344,1024.130237,907.3687299,898.1388456,1098.021591,1176.370021,1638.956582,1592.60551,1056.756872,1070.405085,1134.390288,1680.381017,2296.049709,2275.022067
11964,3097,5736,5644,5548,6022,6022,5314,5548,5861,7189,2294.213568,2294.213568,2960.843456,3111.844895,3180.920127,3420.420406,4183.14936,4340.758302,3847.004005,4587.350598,3632.849076,4028.807588,3843.841703,5034.034915,6516.800292,6992.016297,6997.218832,6982.18908,5438.772256,5027.182916,4642.464801,2804.855327,3316.455493,3616.740725,3627.955539,3699.033546,3485.050658,3577.728354,4169.7977,3791.353106,7655.811632,3025.8888,4908.737059,4195.9728,3772.533982,4488.984693,4978.838927,5524.236372,5575.356143,5262.149284,5134.421624,5660.386799,5280.728224,5713.755359,6146.516305,5550.637967,4766.535216,4460.529078,4846.11982,5317.295893,4967.230614,5361.943246,5015.864924,5042.756584,4279.247806,4478.472502,5083.629664,4007.570798
12068,0,0,0,0,0,0,35,3424,13699,14122,4202.067949,4202.067949,3405.239014,3751.815908,3839.350984,3977.572524,4183.14936,4350.400803,4461.238615,4154.537801,3662.874004,4028.807588,3632.635822,3656.06108,2945.17959,3675.775505,3722.969418,3534.572939,3541.527352,3689.650037,3269.165963,3249.330111,3137.248668,3356.387202,3281.838663,3452.49716,3422.502653,3515.718359,3607.330188,3640.106109,3668.297227,3559.108787,3930.526499,3781.72532,3621.404915,3758.042392,3191.370593,3711.513846,3858.27633,3875.644157,3188.652282,3207.701296,3816.760896,3974.782701,3985.813019,3838.27438,3320.056817,4824.129203,4112.448723,4136.91573,4378.963283,4474.100796,4225.119549,4846.305692,5062.582699,5064.11895,5410.706497,5455.411338
12107,0,0,174,320,235,235,1080,1363,2086,4215,1544.056458,1544.056458,1556.771594,1476.113722,1761.412019,1813.756362,2100.818615,2685.634284,3054.893085,3597.342202,4722.049321,5028.974156,4676.838316,4377.812383,4461.823184,4516.339297,4632.19575,4552.643427,5486.105591,5606.586082,6498.095539,6776.044504,7541.640701,9045.120879,8792.257077,8077.634464,7260.319768,6883.313585,6338.714604,5647.470593,5426.333731,5544.974692,7609.085853,4981.28779,4962.293401,4962.980905,3774.151297,3171.022929,3543.779628,3783.813666,3719.842261,3207.701296,3842.871231,2943.263938,3317.299145,2983.737929,2131.09077,2215.265314,2538.675168,2202.220691,2236.111673,1685.288243,1960.052555,1993.57163,1989.441741,2002.45628,2296.049709,2275.022067
12460,444,697,865,723,629,629,695,1213,1348,1888,1276.307877,1276.307877,735.3600487,833.3263435,1279.258509,1341.701418,1089.601323,1136.902852,1454.718544,2464.10358,1596.945844,2046.881455,2139.01185,2783.172446,3563.511456,3983.453687,3769.307695,3405.550342,3687.401762,3745.416123,4467.76911,2825.706917,3204.491393,3311.208711,4018.506616,4441.150731,4663.26999,5017.402499,4675.724646,5299.241683,5426.333731,5248.76752,6541.011886,6627.246346,5752.467523,6696.988064,6783.783005,5925.840422,5986.823497,6064.084542,6090.016464,6162.574477,6502.792079,6256.301434,6298.996276,7059.228557,6384.705893,6446.287641,7348.175386,7365.195853,5930.268313,5958.786903,5969.721417,5742.894882,5760.724037,6699.59829,5821.347623,4701.613942
